type_of_sentence,verb_main_semantic_class,verb_second_semantic_class,verb_third_semantic_class,verb_veridical_positive,verb_veridical_negative,verb_tense,t_negation,semantic_relation
1,pamięciowy,epistemiczny,none,+,+,past,0,E
1,pamięciowy,epistemiczny,none,+,+,brak,0,E
1,pamięciowy,epistemiczny,none,+,+,past,0,E
powinnościowe,pamięciowy,epistemiczny,none,+,+,future,0,E
1,mówienia,none,none,o,o,past,0,?
1,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,brak,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,brak,0,N
1,mówienia,none,none,o,o,present,0,N
1,przyczynowy,epistemiczny,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,emotywny,epistemiczny,none,+,+,past,0,?
warunkowe,mówienia,none,none,o,o,brak,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,epistemiczny,none,none,+,+,present,0,E
warunkowe; modalne,epistemiczny,percepcyjny,none,+,+,present,0,E
1,epistemiczny,percepcyjny,none,+,+,past,1,E
?,epistemiczny,percepcyjny,none,+,+,brak,0,E
1,epistemiczny,percepcyjny,none,+,+,brak,0,E
1,epistemiczny,percepcyjny,none,+,+,present,0,E
1,epistemiczny,percepcyjny,none,+,+,past,0,E
1,epistemiczny,percepcyjny,none,+,+,brak,0,E
1,epistemiczny,percepcyjny,none,+,+,future,0,E
1,epistemiczny,percepcyjny,none,+,+,brak,0,E
1,epistemiczny,percepcyjny,none,+,+,past,0,E
?,epistemiczny,percepcyjny,none,+,+,present,0,E
modalne,epistemiczny,percepcyjny,none,+,+,present,1,E
modalne,epistemiczny,percepcyjny,none,+,+,brak,0,E
warunkowe,epistemiczny,percepcyjny,none,+,+,future,0,E
1,mówienia,none,none,o,o,past,0,N
1,emotywny,epistemiczny,none,+,+,present,0,E
1,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,present,0,N
?,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,brak,0,N
1,mówienia,none,none,o,o,brak,0,N
?,mówienia,none,none,o,o,brak,0,N
?,mówienia,none,none,o,o,present,0,N
?,mówienia,none,none,o,o,present,0,N
?,mówienia,none,none,o,o,present,0,N
?,epistemiczny,none,none,+,+,brak,0,E
1,epistemiczny,none,none,+,+,past,0,E
1,epistemiczny,none,none,+,+,past,0,E
1,epistemiczny,none,none,+,+,past,0,E
1,epistemiczny,none,none,+,+,past,0,E
1,zdarzeniowy,none,none,+,o,present,0,E
1,zdarzeniowy,none,none,+,o,present,0,E
1,zdarzeniowy,none,none,+,o,present,0,E
1,zdarzeniowy,none,none,+,o,present,0,E
1,zdarzeniowy,none,none,+,o,present,0,E
1,zdarzeniowy,none,none,+,o,present,0,E
1,zdarzeniowy,none,none,+,o,present,0,E
1,zdarzeniowy,none,none,+,o,past,0,E
1,zdarzeniowy,none,none,+,o,present,0,E
1,zdarzeniowy,none,none,+,o,present,0,E
1,zdarzeniowy,none,none,+,o,present,0,E
1,zdarzeniowy,none,none,+,o,past,0,N
1,zdarzeniowy,none,none,+,o,past,0,E
?,epistemiczny,none,none,o,o,brak,0,N
1,epistemiczny,none,none,o,o,past,0,C
1,epistemiczny,none,none,o,o,past,0,C
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
?,epistemiczny,none,none,o,o,brak,0,N
?,epistemiczny,none,none,o,o,brak,0,N
modalne,epistemiczny,none,none,o,o,brak,0,N
modalne,epistemiczny,none,none,o,o,past,0,N
1,epistemiczny,none,none,+,+,present,0,E
1,epistemiczny,none,none,+,+,present,0,E
1,epistemiczny,none,none,+,+,past,0,E
1,epistemiczny,none,none,+,+,present,1,E
1,epistemiczny,none,none,+,+,present,0,E
1,epistemiczny,none,none,+,+,present,0,E
1,epistemiczny,none,none,+,+,present,0,E
1,epistemiczny,none,none,+,+,present,0,?
generalne,epistemiczny,none,none,+,+,present,0,N
modalne,epistemiczny,none,none,+,+,brak,0,E
pytajne,epistemiczny,none,none,+,+,present,0,E
1,epistemiczny,czynnościowy,none,o,o,past,0,N
1,przyczynowy,epistemiczny,none,o,o,past,1,N
1,przyczynowy,epistemiczny,none,o,o,past,0,E
1,przyczynowy,epistemiczny,none,o,o,past,0,?
1,przyczynowy,epistemiczny,none,o,o,past,0,N
1,przyczynowy,epistemiczny,none,o,o,past,0,N
1,przyczynowy,epistemiczny,none,o,o,past,0,N
1,przyczynowy,epistemiczny,none,o,o,past,0,N
1,przyczynowy,epistemiczny,none,o,o,past,0,N
1,przyczynowy,epistemiczny,none,o,o,past,0,N
1,przyczynowy,epistemiczny,none,o,o,brak,0,N
warunkowe,przyczynowy,epistemiczny,none,o,o,future,0,N
1,emotywny,epistemiczny,none,+,+,past,0,?
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,past,0,?
1,epistemiczny,none,none,+,+,future,0,N
1,epistemiczny,none,none,+,+,future,0,N
1,mówienia,none,none,o,o,brak,0,N
1,mówienia,none,none,o,o,future,0,N
1,mówienia,none,none,o,o,past,0,N
1,epistemiczny,none,none,+,+,past,0,E
1,epistemiczny,none,none,+,+,past,0,E
przypuszczające,epistemiczny,none,none,+,+,brak,1,N
1,epistemiczny,none,none,+,+,past,0,E
1,epistemiczny,none,none,+,+,past,0,E
modalne; pytajne,epistemiczny,none,none,+,+,present,0,E
1,epistemiczny,none,none,+,+,past,0,E
1,epistemiczny,none,none,+,+,past,0,E
1,epistemiczny,none,none,+,+,past,0,E
1,epistemiczny,none,none,+,+,past,0,E
1,epistemiczny,none,none,+,+,past,0,E
1,epistemiczny,none,none,+,+,present,0,E
1,epistemiczny,none,none,+,+,past,0,E
1,epistemiczny,none,none,+,+,past,0,E
1,epistemiczny,none,none,+,+,past,0,E
1,epistemiczny,none,none,+,+,past,0,E
1,epistemiczny,none,none,+,+,past,0,E
1,epistemiczny,none,none,+,+,past,0,E
1,epistemiczny,none,none,+,+,past,0,E
?,epistemiczny,none,none,+,+,brak,0,E
?,epistemiczny,none,none,+,+,brak,0,E
modalne,epistemiczny,none,none,+,+,brak,0,E
modalne,epistemiczny,none,none,+,+,present,0,E
generalne,mówienia,none,none,+,+,past,0,N
1,epistemiczny,none,none,+,+,past,1,E
1,epistemiczny,none,none,+,+,brak,0,E
1,epistemiczny,percepcyjny,none,+,+,past,0,E
1,epistemiczny,none,none,+,+,past,0,E
1,mówienia,epistemiczny,none,+,?,present,0,N
?,mówienia,epistemiczny,none,+,+,brak,0,E
1,mówienia,epistemiczny,none,+,+,past,0,E
wolitywne; performatyw,mówienia,epistemiczny,none,+,+,present,0,N
1,emotywny,mówienia,none,+,+,present,0,N
1,emotywny,epistemiczny,none,+,+,present,0,E
1,emotywny,epistemiczny,none,+,+,present,1,E
1,emotywny,epistemiczny,none,+,+,present,0,E
1,emotywny,epistemiczny,none,+,+,present,1,N
1,emotywny,epistemiczny,none,+,+,present,0,E
1,emotywny,epistemiczny,none,+,+,present,0,E
1,emotywny,epistemiczny,none,+,+,present,0,E
1,emotywny,epistemiczny,none,+,+,present,0,E
1,emotywny,epistemiczny,none,+,+,present,0,E
pytajne,emotywny,epistemiczny,none,+,+,present,0,E
1,mówienia,emotywny,epistemiczny,o,?,present,0,N
1,mówienia,epistemiczny,none,+,+,past,0,E
1,mówienia,percepcyjny,none,+,+,past,0,E
1,percepcyjny,none,none,+,+,past,0,E
1,percepcyjny,none,none,+,+,past,0,E
1,percepcyjny,none,none,+,+,past,0,E
?,percepcyjny,none,none,+,+,brak,0,E
1,epistemiczny,none,none,+,o,present,0,E
1,epistemiczny,none,none,+,o,present,0,E
1,epistemiczny,none,none,+,o,present,0,E
1,epistemiczny,none,none,+,o,past,0,E
1,epistemiczny,none,none,+,o,present,0,E
generalne,epistemiczny,none,none,+,o,present,0,N
1,epistemiczny,none,none,+,+,past,0,E
1,epistemiczny,none,none,o,o,past,0,?
1,epistemiczny,none,none,o,o,past,0,N
1,mówienia,epistemiczny,none,o,o,present,0,N
1,mówienia,epistemiczny,none,o,o,present,0,N
1,mówienia,epistemiczny,none,o,o,present,1,N
1,mówienia,epistemiczny,none,o,o,past,0,N
1,mówienia,epistemiczny,none,o,o,present,0,N
1,mówienia,epistemiczny,none,o,o,present,0,N
?,mówienia,epistemiczny,none,o,o,present,1,N
1,mówienia,pamięciowy,none,+,+,present,0,E
1,mówienia,pamięciowy,none,o,o,present,0,N
1,mówienia,pamięciowy,none,+,+,past,0,E
1,mówienia,pamięciowy,none,+,+,past,0,E
1,mówienia,pamięciowy,none,+,+,present,0,E
1,mówienia,pamięciowy,none,+,+,present,0,E
modalne,mówienia,pamięciowy,none,+,+,present,1,E
performatyw,mówienia,pamięciowy,none,+,+,present,0,E
performatyw,mówienia,pamięciowy,none,+,+,present,0,E
performatyw,mówienia,pamięciowy,none,+,+,present,0,E
performatyw,mówienia,pamięciowy,none,+,+,present,0,E
performatyw,mówienia,pamięciowy,none,+,+,present,0,E
performatyw,mówienia,pamięciowy,none,+,+,present,0,E
performatyw,mówienia,pamięciowy,none,+,+,brak,0,E
1,przyczynowy,wnioskowania,none,o,o,brak,0,N
1,mówienia,epistemiczny,none,+,+,present,0,E
1,mówienia,epistemiczny,none,+,+,brak,0,E
1,mówienia,epistemiczny,none,+,+,brak,0,E
1,mówienia,epistemiczny,none,+,+,present,0,E
1,mówienia,epistemiczny,none,+,+,present,0,E
1,mówienia,epistemiczny,none,+,+,present,0,E
1,przyczynowy,epistemiczny,none,+,+,past,0,E
1,epistemiczny,percepcyjny,none,+,+,brak,0,E
1,epistemiczny,percepcyjny,none,+,+,brak,0,E
1,epistemiczny,percepcyjny,none,+,+,brak,0,E
1,epistemiczny,percepcyjny,none,+,+,brak,0,E
1,epistemiczny,percepcyjny,none,+,+,brak,0,E
1,epistemiczny,none,none,+,+,present,0,E
1,epistemiczny,none,none,+,+,brak,0,E
1,epistemiczny,none,none,+,+,brak,0,E
1,epistemiczny,none,none,+,+,brak,0,E
1,epistemiczny,none,none,+,+,brak,0,E
1,epistemiczny,none,none,+,+,brak,0,E
1,epistemiczny,none,none,+,+,brak,0,E
1,epistemiczny,none,none,+,+,brak,0,E
1,epistemiczny,none,none,+,+,brak,0,E
1,epistemiczny,none,none,+,+,brak,0,E
1,percepcyjny,none,none,+,+,past,0,E
1,percepcyjny,none,none,+,+,past,0,E
1,percepcyjny,none,none,+,+,past,0,E
1,percepcyjny,none,none,+,+,past,0,E
1,percepcyjny,none,none,+,+,past,0,E
1,epistemiczny,percepcyjny,none,+,+,present,0,E
1,epistemiczny,percepcyjny,none,+,+,present,1,E
1,epistemiczny,percepcyjny,none,+,+,present,0,E
1,epistemiczny,percepcyjny,none,+,+,present,0,E
1,epistemiczny,percepcyjny,none,+,+,brak,1,E
1,epistemiczny,none,none,+,+,past,0,E
1,epistemiczny,none,none,+,+,past,0,E
1,epistemiczny,none,none,+,+,present,0,E
1,epistemiczny,none,none,+,+,present,0,E
1,epistemiczny,none,none,+,+,present,0,E
1,epistemiczny,none,none,+,+,present,0,E
1,epistemiczny,none,none,+,+,present,0,E
1,epistemiczny,none,none,+,+,present,0,E
1,epistemiczny,none,none,+,+,present,0,E
1,epistemiczny,none,none,+,+,present,0,E
1,epistemiczny,none,none,+,+,present,0,E
1,epistemiczny,none,none,+,+,present,0,E
1,epistemiczny,none,none,+,+,present,0,E
1,epistemiczny,none,none,+,+,present,0,E
1,epistemiczny,none,none,+,+,present,0,E
1,epistemiczny,none,none,+,+,present,0,E
1,epistemiczny,none,none,+,+,past,0,?
1,epistemiczny,percepcyjny,none,+,+,present,0,E
1,percepcyjny,epistemiczny,none,+,+,brak,0,E
1,percepcyjny,epistemiczny,none,+,+,brak,0,E
1,percepcyjny,epistemiczny,none,+,+,past,0,E
1,percepcyjny,epistemiczny,none,+,+,past,0,E
1,percepcyjny,epistemiczny,none,+,+,brak,0,E
1,wnioskowania,epistemiczny,none,o,o,past,0,E
1,wnioskowania,epistemiczny,none,o,o,past,0,N
1,wnioskowania,epistemiczny,none,o,o,past,0,N
1,wnioskowania,epistemiczny,none,o,o,past,0,N
1,wnioskowania,epistemiczny,none,o,o,past,0,N
1,wnioskowania,epistemiczny,none,o,o,past,0,N
1,wnioskowania,epistemiczny,none,o,o,past,0,N
1,wnioskowania,epistemiczny,none,o,o,past,0,N
1,wnioskowania,epistemiczny,none,o,o,past,0,N
modalne,epistemiczny,none,none,+,+,future,0,E
warunkowe,epistemiczny,none,none,+,+,future,0,N
warunkowe,epistemiczny,none,none,+,+,future,0,N
